상계백병원,127.062154,37.648989
상계주공3단지(동부간선도로),127.055338,37.650798
상계2-6단지,127.061370,37.651445
창동교,127.055146,37.653105
노원역,127.060614,37.654287
노원구청(동부간선도로),127.055018,37.654799
도봉운전면허시험장,127.060253,37.655634
상계교,127.053102,37.659409
마들역,127.057879,37.664567
온수골사거리,127.058779,37.661189
노원성당,127.052172,37.664236
상계11-13단지,127.057137,37.667347
상계14-16단지,127.056289,37.670520
수락산역,127.055350,37.678272
노원교,127.051655,37.678844
동부간선도로수락분기점,127.055491,37.687118
동1로의정부시계,127.055432,37.689134
공릉초교,127.074170,37.617154
북부검찰청입구,127.078571,37.618679
광운대역,127.060173,37.623026
한천교,127.068333,37.623655
한천교동측,127.070722,37.624667
공릉신명아파트,127.071576,37.625019
화랑대사거리,127.087226,37.621588
공릉파출소,127.079069,37.626864
원자력병원입구,127.085024,37.627980
공릉라이프아파트,127.069248,37.627604
공릉동부아파트,127.078067,37.627693
노원문화원,127.070354,37.628706
인덕대학입구,127.056542,37.628623
녹천중교,127.063863,37.629109
서울과학기술대,127.076363,37.630050
한천중학교,127.072849,37.631872
공릉터널,127.080046,37.636770
하계5.6단지,127.066142,37.634638
월계역입구,127.059761,37.634614
연촌초교,127.071884,37.635150
을지병원,127.070348,37.637220
중평초교,127.064611,37.638059
노원자동차검사소,127.072488,37.637978
대진고교앞,127.075400,37.638741
홈플러스중계점,127.069360,37.639403
중계지하차도,127.082008,37.638146
중계그린아파트,127.063534,37.640465
노원경찰서,127.071800,37.643078
용동초교,127.068291,37.641817
서라벌고교,127.076476,37.644452
북부여성발전센터,127.062437,37.642917
중계본동종점,127.083169,37.644196
중원중학교,127.067183,37.644280
어린이교통공원,127.061549,37.644881
하계현대아파트,127.070767,37.645313
노원우체국,127.082082,37.645727
대진여고,127.066306,37.646228
양지근린공원,127.076626,37.647732
노원구민체육센터,127.070042,37.647767
수암초교앞,127.080663,37.648016
노해근린공원,127.069587,37.649203
은행사거리,127.076761,37.650666
불암초교,127.081131,37.650581
당현2교,127.068499,37.650793
청암고교,127.072951,37.651497
상계중학교,127.067851,37.652917
중계주공4ㆍ5단지,127.078182,37.654555
원광초교,127.074242,37.654700
상계중앙시장,127.071112,37.658691
상계6.7동주민센터,127.067023,37.655734
삿갓봉근린공원,127.075088,37.657826
상계초교입구,127.066597,37.657102
상계초교,127.064953,37.658921
상계역,127.072447,37.659995
상계10동주민센터,127.061749,37.660892
당고개입구오거리,127.075876,37.662581
온곡초교입구,127.066210,37.664444
동일초교(동부간선도로),127.052361,37.664403
청원초교,127.061114,37.665088
온곡초교,127.066731,37.667853
당고개역,127.081306,37.670399
상원초교,127.060556,37.668888
상계근린공원,127.050094,37.671119
월계라이프아파트,127.047754,37.627627
월계주유소,127.050228,37.624568
한성빌라,127.046725,37.628261
증산3교,126.905927,37.580399
증산교,126.904151,37.578816
증산역,126.910328,37.584531
와산교,126.913059,37.588699
새절역,126.914007,37.592640
응암역,126.915681,37.599092
역마라거리,126.915423,37.605860
구산역,126.917259,37.611261
연신내역,126.921383,37.618883
구파발역입구,126.917081,37.634532
은평뉴타운10단지,126.914616,37.643201
디지털미디어시티역,126.899895,37.579534
수색역,126.895421,37.582171
수색교,126.887246,37.587010
응암오거리,126.917220,37.590106
충암고교,126.922679,37.585776
은평공영차고지,126.884325,37.589481
대림시장,126.916799,37.588293
시계(수색로),126.882493,37.591110
응암시장,126.918070,37.593880
신사동고개사거리,126.909268,37.596343
신사동고개,126.910083,37.597892
서부병원앞,126.922313,37.600472
은평병원,126.923009,37.594197
서울시립은평병원,126.923030,37.592940
신의쉐르빌,126.923951,37.596908
은평구청입구,126.927179,37.601502
응암제2동주민센터,126.922967,37.594716
수정빌라,126.924065,37.596849
역촌역,126.922901,37.606336
시립서북병원,126.910523,37.605516
서대문세무서(별관),126.926394,37.602456
역말사거리,126.915423,37.605860
역촌사거리,126.920696,37.608842
대조불광시장,126.927000,37.609062
서울혁신파크교차로,126.931388,37.608822
은평여성인력개발센터,126.932494,37.607600
구산사거리,126.911613,37.613776
불광역,126.929545,37.610957
동명여고,126.926085,37.614851
시계(서오릉로),126.904861,37.619706
불광중학교,126.931346,37.622332
불광지구대,126.926288,37.621393
박석고개,126.919886,37.626889
연신초교삼거리,126.928872,37.625234
기자촌아파트,126.931996,37.633946
북한산성입구,126.946474,37.658439
일영송추사거리,126.921335,37.645110
이대역,126.945879,37.556785
신촌기차역입구,126.942885,37.556619
동교동삼거리,126.927028,37.558680
창천동삼거리,126.931710,37.556949
아현교차로,126.959327,37.557250
홍제램프(내부순환로),126.935331,37.585925
연희램프(내부순환로),126.921233,37.571611
홍은램프(내부순환도로),126.949802,37.595174
홍은램프진입(내부순환로),126.956545,37.595824
연대세브란스병원,126.942445,37.562080
연세대,126.936904,37.560046
연희교차로,126.928035,37.565530
연희IC,126.928575,37.563881
봉원고가차도,126.946871,37.566595
사천교동측,126.917913,37.567769
연희삼거리,126.932232,37.568511
사천교서측,126.916477,37.568512
가좌삼거리,126.912879,37.570254
연가교(동측),126.922145,37.571745
연가교(서측),126.921525,37.572163
모래내지하차도(북측),126.917378,37.569172
홍남교남측,126.926702,37.575147
연희지하차도,126.935482,37.576375
홍남교북측,126.926153,37.575781
북가좌초교사거리,126.909750,37.577877
북가좌삼거리,126.906002,37.574287
남가좌동사거리,126.921223,37.577659
남가좌동새마을금고,126.917691,37.574895
홍연2교동측,126.931444,37.577639
홍연2교서측,126.930410,37.578045
서대문구청,126.936181,37.580353
홍제삼거리,126.946973,37.586243
북가좌사거리,126.913288,37.582444
명지대입구,126.926862,37.581573
서대문구청앞,126.936197,37.581891
홍은사거리,126.941439,37.591485
문화촌현대아파트,126.948170,37.594342
이화여대부속고교,126.947202,37.567058
동양하이빌,126.952642,37.565153
DMC파크뷰APT,126.914759,37.572385
마포역,126.944981,37.538918
강변북로마포-서강,126.938785,37.539980
마포우체국,126.949293,37.542124
서강대교북단,126.933061,37.541404
양화대교북단,126.908326,37.546187
상수진출입(강변북로),126.924693,37.544026
공덕오거리,126.950985,37.543937
합정역,126.913416,37.549229
아현초등학교,126.957223,37.554560
망원동진출입(강변북로),126.900766,37.551955
서교동사거리,126.918209,37.552728
내부순환로연결램프(강변북로),126.896369,37.555231
홍대입구역,126.921554,37.555215
신촌로터리,126.936862,37.555193
성산대교북단,126.893477,37.557862
아현역,126.956182,37.557410
월드컵대교북단,126.887895,37.561927
성산분기점(내부순환로),126.897875,37.561764
성산진입램프(내부순환로),126.903880,37.563418
평화의공원입구삼거리,126.899159,37.564049
난지도종합처리,126.898922,37.562137
마포농수산물시장,126.899174,37.566285
난지IC(강변북로),126.886983,37.562715
성산램프(내부순환로),126.908389,37.564774
노을공원,126.869789,37.572408
